Accession,Species,Host,Host_ID
NC_016570,Escherichia virus CBA120,Escherichia coli; O157:H7; NCTC 12900,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1']"
NC_016160,Escherichia virus HK75,Escherichia coli K-12,"['NC_010473.1', 'NC_002483.1', 'AP001918.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_KX156773.1', 'NZ_KX156772.1', 'KX156773.1', 'KX156772.1', 'KJ170699.1', 'NZ_CP014271.1', 'NZ_CP014273.1', 'CP032679.1', 'NC_007779.1', 'NZ_CP009644.1', 'NZ_CP009789.1', 'NC_010473.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP017100.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NC_002483.1', 'AP001918.1', 'NZ_LM993812.1', 'NZ_LM995446.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NC_012759.1', 'NC_001371.1', 'NZ_CP040643.1', 'NZ_CP053608.1']"
NC_012868,Escherichia virus St1,Escherichia coli strain K12,"['NC_010473.1', 'NC_002483.1', 'AP001918.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_KX156773.1', 'NZ_KX156772.1', 'KX156773.1', 'KX156772.1', 'KJ170699.1', 'NZ_CP014271.1', 'NZ_CP014273.1', 'CP032679.1', 'NC_007779.1', 'NZ_CP009644.1', 'NZ_CP009789.1', 'NC_010473.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP017100.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NC_002483.1', 'AP001918.1', 'NZ_LM993812.1', 'NZ_LM995446.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'AP022815.1', 'AP022811.1', 'NZ_CP016018.1', 'NC_017625.1', 'NZ_MK492260.1', 'NZ_LT827129.1', 'NZ_CP011343.2', 'NZ_CP010444.1']"
NC_012749,Escherichia virus wV8,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1', 'CP038380.1']"
NC_012740,Escherichia virus JSE,Escherichia coli K12,"['NC_010473.1', 'NC_002483.1', 'AP001918.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_KX156773.1', 'NZ_KX156772.1', 'KX156773.1', 'KX156772.1', 'KJ170699.1', 'NZ_CP014271.1', 'NZ_CP014273.1', 'CP032679.1', 'NC_007779.1', 'NZ_CP009644.1', 'NZ_CP009789.1', 'NC_010473.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP017100.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NC_002483.1', 'AP001918.1', 'NZ_LM993812.1', 'NZ_LM995446.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NC_012759.1', 'NC_017625.1', 'NZ_CP037857.1']"
NC_012741,Escherichia virus JS10,Escherichia coli K12,"['NC_010473.1', 'NC_002483.1', 'AP001918.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_KX156773.1', 'NZ_KX156772.1', 'KX156773.1', 'KX156772.1', 'KJ170699.1', 'NZ_CP014271.1', 'NZ_CP014273.1', 'CP032679.1', 'NC_007779.1', 'NZ_CP009644.1', 'NZ_CP009789.1', 'NC_010473.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP017100.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NC_002483.1', 'AP001918.1', 'NZ_LM993812.1', 'NZ_LM995446.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NC_012759.1', 'NC_017625.1', 'NZ_CP037857.1']"
NC_011357,Stx2-converting phage 1717,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
NC_011356,Enterobacteria phage YYZ-2008,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
NC_011040,Escherichia virus BA14,Escherichia coli,['NZ_MK656937.1']
NC_011041,Escherichia virus V5,Escherichia coli O157,"['NZ_CP022052.2', 'NZ_CP022051.2', 'NZ_CP044144.1', 'NZ_CP044142.1', 'NZ_CP044139.1', 'NZ_CP044138.1', 'NZ_CP044137.1', 'NZ_CP044146.1', 'NZ_MH287084.1', 'NZ_CP015833.1', 'CP022052.2', 'CP022051.2', 'NZ_CP022052.2', 'NZ_CP022051.2', 'NZ_CP022050.2', 'NZ_CP044150.1', 'NZ_CP044149.1', 'NZ_CP044148.1', 'NZ_CP044144.1', 'NZ_CP044143.1', 'NZ_CP044142.1', 'NZ_CP044141.1', 'NZ_CP044140.1', 'NZ_CP044139.1', 'NZ_CP044138.1', 'NZ_CP044137.1', 'NZ_CP044147.1', 'NZ_CP044146.1', 'NZ_CP044145.1', 'NZ_CP043539.1', 'NZ_MH287084.1', 'NC_013942.1', 'NC_013941.1', 'NC_013008.1', 'NC_013010.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_017907.1', 'NC_017906.1']"
NC_010237,Escherichia virus Min27,Escherichia coli O157:H7 str. Min27,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1']"
NC_010106,Enterobacteria phage phiEcoM-GJ1,Escherichia coli,['CP032679.1']
NC_009821,Escherichia virus phi1,Escherichia coli K-12 (F+),"['NC_010473.1', 'NC_002483.1', 'AP001918.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_KX156773.1', 'NZ_KX156772.1', 'KX156773.1', 'KX156772.1', 'KJ170699.1', 'NZ_CP014271.1', 'NZ_CP014273.1', 'CP032679.1', 'NC_007779.1', 'NZ_CP009644.1', 'NZ_CP009789.1', 'NC_010473.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP017100.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NC_002483.1', 'AP001918.1', 'NZ_LM993812.1', 'NZ_LM995446.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_CP040643.1', 'NZ_CP053608.1', 'CP053608.1', 'CP053607.1', 'NZ_CP010442.1', 'NZ_CP010445.1', 'CP047127.1', 'CP037857.1', 'AP012306.1']"
NC_009540,Escherichia virus TLS,Escherichia coli B,"['NC_012967.1', 'NZ_CP014268.2', 'NZ_CP014269.1', 'NC_012967.1', 'CP014268.2', 'CP014269.1', 'CP000819.1', 'NZ_CP053599.1', 'NC_007779.1', 'NC_012971.2', 'CP053599.1', 'AP009048.1', 'CP001509.3']"
NC_009514,Enterobacteria phage cdtI,Escherichia coli,['NC_007946.1']
NC_008720,Escherichia virus N4,Escherichia coli,['CP032679.1']
NC_007817,Escherichia virus Talmos,Escherichia coli,['CP032679.1']
NC_007821,Enterobacteria phage WA13 sensu lato,Escherichia coli,['CP032679.1']
NC_007856,Escherichia virus G4,Escherichia coli,['CP032679.1']
NC_007804,Escherichia virus phiV10,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
NC_007291,Escherichia virus KP26,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
NC_005856,Escherichia virus P1,Escherichia coli,['NZ_CP010116.1']
NC_005859,Escherichia virus T5,Escherichia coli,"['CP032679.1', 'NZ_CP010159.1']"
NC_005066,Escherichia virus RB49,Escherichia coli,['CP032679.1']
NC_005056,Escherichia virus Wphi,Escherichia coli W strain ATCC9637,"['NC_017664.1', 'NC_017665.1', 'NC_017662.1', 'NC_017637.1', 'NC_017635.1', 'NC_017636.1', 'CP002969.1', 'CP002968.1', 'CP002187.1', 'CP002186.1', 'NC_017664.1', 'NC_017665.1', 'NC_017662.1', 'NC_017637.1', 'NC_017635.1', 'NC_017636.1', 'CP002185.1', 'CP002969.1', 'CP002968.1', 'CP002187.1', 'CP002186.1']"
NC_004913,Escherichia Stx1 converting phage,Escherichia coli O157:H7 Morioka V526,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1']"
NC_004914,Escherichia virus Stx2 II,Escherichia coli O157:H7 Morioka V526,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1']"
NC_003298,Escherichia virus T3,Escherichia coli,['NZ_MK656937.1']
NC_002730,Escherichia virus HK620,Escherichia coli,['CP055158.1']
NC_000902,Enterobacteria phage VT2-Sakai,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
NC_000866,Escherichia virus T4,Escherichia coli,"['CP032679.1', 'NZ_LC485173.1', 'NZ_CP010227.1', 'NZ_MK656937.1']"
NC_000924,Escherichia virus 933W,Escherichia coli O157:H7 EDL933,"['NC_007414.1', 'NC_002655.2', 'NZ_CP008958.1', 'CP008958.1', 'AF074613.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP008958.1', 'NZ_CP008957.1', 'CP008958.1', 'AF074613.1', 'CP008957.1', 'NZ_CP012804.1', 'NZ_CP012803.1', 'NZ_CP012802.1', 'GQ259888.1', 'DQ449578.1', 'CP006027.1', 'CP006262.1']"
NC_001895,Escherichia virus P2,Escherichia coli,"['NZ_CP062206.1', 'NZ_CP010227.1', 'NZ_CP062205.1']"
NC_001890,Escherichia virus Qbeta,Escherichia coli,['NZ_CP010227.1']
NC_001416,Escherichia virus Lambda,Escherichia coli,"['NZ_CP010227.1', 'CP032679.1', 'NZ_CP010229.1', 'NZ_LT827129.1']"
NC_001609,Enterobacteria phage P4,Escherichia coli,['NZ_CP062206.1']
NC_001332,Escherichia virus I22,Escherichia coli,['NC_017651.1']
NC_001604,Escherichia virus T7,Escherichia coli,['NZ_MK656937.1']
MT992243,Acinetobacter phage DMU1,Acinetobacter baumannii 19606,"['NZ_CP059040.1', 'CP059040.1', 'NC_006877.1', 'NZ_CP046655.1', 'NZ_CP046654.1', 'NZ_CP045110.1', 'NZ_CP045109.1', 'NZ_CP045108.1', 'AP022838.1', 'AP022837.1', 'AP022836.1', 'CP046655.1', 'CP046654.1', 'CP045110.1', 'CP045109.1', 'CP045108.1']"
MT833387,Escherichia phage HF4s,Escherichia coli 4s,"['NZ_CP045661.1', 'NZ_CP054268.1', 'NZ_CP053600.1', 'NZ_CP053599.1', 'AP022815.1', 'AP022811.1', 'NC_012971.2', 'CP016404.1', 'NZ_CP014268.2', 'NZ_CP014269.1', 'CP019079.1', 'CP019077.1']"
MN715356,Escherichia phage vB_EcoP_EcoN5,Escherichia coli ATCC 25922,"['NZ_CP009074.1', 'NZ_CP009073.1', 'CP009074.1', 'CP009073.1', 'NZ_CP009074.1', 'NZ_CP009073.1', 'NZ_CP009072.1', 'CP009074.1', 'CP009073.1', 'CP009072.1']"
MT225100,Escherichia phage Lys8385Vzw,Escherichia coli O103:H11,['FO203501.1']
MT225101,Escherichia phage Lys19259Vzw,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
MT496971,Escherichia phage Mt1B1_P10,Escherichia coli Mt1B1,"['NZ_CP028715.1', 'NZ_CP028714.1', 'CP028715.1', 'CP028714.1']"
MT833282,Escherichia coli phage vB_EcoM_Shy,Escherichia coli NCTC 12900,['NZ_CP019778.1']
MT741944,Acinetobacter phage vB_AbaP_APK81,Acinetobacter baumannii strain 36-1512,"['NZ_CP059390.1', 'NZ_CP059389.1', 'NZ_CP059388.1', 'NZ_CP059387.1', 'NZ_CP059386.1', 'CP059390.1', 'CP059389.1', 'CP059388.1', 'CP059387.1', 'CP059386.1']"
MT542512,Escherichia phage PhiV-1,Escherichia coli K-12,"['NC_010473.1', 'NC_002483.1', 'AP001918.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NZ_KX156773.1', 'NZ_KX156772.1', 'KX156773.1', 'KX156772.1', 'KJ170699.1', 'NZ_CP014271.1', 'NZ_CP014273.1', 'CP032679.1', 'NC_007779.1', 'NZ_CP009644.1', 'NZ_CP009789.1', 'NC_010473.1', 'NZ_CP027060.1', 'U00096.3', 'NZ_LR881938.1', 'NZ_CP017100.1', 'NZ_CP014348.1', 'NZ_CP009685.1', 'NC_002483.1', 'AP001918.1', 'NZ_LM993812.1', 'NZ_LM995446.1', 'NZ_MK753227.1', 'NZ_MK753226.1', 'NZ_MK753225.1', 'NZ_MK753228.1', 'NZ_MF521836.1', 'NC_012759.1', 'NC_001371.1', 'NZ_CP040643.1', 'NZ_CP053608.1']"
MT496969,Escherichia phage Mt1B1_P3,Escherichia coli Mt1B1,"['NZ_CP028715.1', 'NZ_CP028714.1', 'CP028715.1', 'CP028714.1']"
MT496970,Escherichia phage Mt1B1_P17,Escherichia coli Mt1B1,"['NZ_CP028715.1', 'NZ_CP028714.1', 'CP028715.1', 'CP028714.1']"
MN342150,Escherichia phage vB_EcoM_3HA11,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
MN445184,Escherichia phage vB_EcoA_4HA11,Escherichia coli O157:H7,"['NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP022729.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP017439.1', 'NZ_CP017445.1', 'NZ_CP017441.1', 'NZ_CP017435.1', 'NZ_CP017443.1', 'NZ_CP017447.1', 'NZ_CP017437.1', 'NZ_CP016626.1', 'NZ_CP010305.1', 'NC_013008.1', 'NC_013010.1', 'NZ_AP018692.1', 'NZ_CP045865.1', 'NZ_CP045864.1', 'NZ_CP045863.1', 'NZ_CP022729.1', 'NZ_CP015842.1', 'NZ_CP008807.1', 'NZ_CP008806.1', 'NZ_CP008805.1', 'NC_011353.1', 'NC_011351.1', 'NC_011350.1', 'NC_007414.1', 'NC_002655.2', 'NZ_CP033605.1', 'NZ_CP017439.1', 'NZ_CP017438.1', 'NZ_CP017445.1', 'NC_013942.1', 'NC_013941.1', 'NZ_EU675685.1', 'AP022816.1', 'AP022815.1', 'AP022811.1', 'NC_017907.1', 'NC_017906.1']"
MT682064,Klebsiella virus KpV2811,Klebsiella pneumoniae capsular type K1,"['NZ_CP050843.1', 'CP050843.1', 'NZ_CP019047.1', 'CP019047.1', 'CP016814.1', 'CP016813.1', 'FO203501.1', 'CP003785.1']"
MT682065,Klebsiella virus KpV2883,Klebsiella pneumoniae capsular type K1,"['NZ_CP050843.1', 'CP050843.1', 'NZ_CP019047.1', 'CP019047.1', 'CP016814.1', 'CP016813.1', 'FO203501.1', 'CP003785.1']"
